"Date","Violations","Statistics","Value"
2016,"Total violent Criminal Code violations [100]","Total, youth charged",15007
2017,"Total violent Criminal Code violations [100]","Total, youth charged",15834
2018,"Total violent Criminal Code violations [100]","Total, youth charged",15572
2019,"Total violent Criminal Code violations [100]","Total, youth charged",17125
2000,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",1135.82
2001,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",1157.37
2002,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",1101.82
2003,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",953.09
2004,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",917.89
2005,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",923.61
2006,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",916.52
2007,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",943.24
2008,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",909.05
2009,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",887.57
2010,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",859.84
2011,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",805.92
2012,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",765.3
2013,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",691.63
2014,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",624.6
2015,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",613.59
2016,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",634.39
2017,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",668.37
2018,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",654.63
2019,"Total violent Criminal Code violations [100]","Rate, youth charged per 100,000 population aged 12 to 17 years",711.86
2000,"Total violent Criminal Code violations [100]","Total, youth not charged",20016
2001,"Total violent Criminal Code violations [100]","Total, youth not charged",20612
2002,"Total violent Criminal Code violations [100]","Total, youth not charged",20113
2003,"Total violent Criminal Code violations [100]","Total, youth not charged",25749
2004,"Total violent Criminal Code violations [100]","Total, youth not charged",25996
2005,"Total violent Criminal Code violations [100]","Total, youth not charged",25341
2006,"Total violent Criminal Code violations [100]","Total, youth not charged",27378
2007,"Total violent Criminal Code violations [100]","Total, youth not charged",26428
2008,"Total violent Criminal Code violations [100]","Total, youth not charged",25524
2009,"Total violent Criminal Code violations [100]","Total, youth not charged",25265
2010,"Total violent Criminal Code violations [100]","Total, youth not charged",24309
2011,"Total violent Criminal Code violations [100]","Total, youth not charged",22953
2012,"Total violent Criminal Code violations [100]","Total, youth not charged",20883
2013,"Total violent Criminal Code violations [100]","Total, youth not charged",17446
2014,"Total violent Criminal Code violations [100]","Total, youth not charged",15273
2015,"Total violent Criminal Code violations [100]","Total, youth not charged",15115
2016,"Total violent Criminal Code violations [100]","Total, youth not charged",15240
2017,"Total violent Criminal Code violations [100]","Total, youth not charged",16338
2018,"Total violent Criminal Code violations [100]","Total, youth not charged",16037
2019,"Total violent Criminal Code violations [100]","Total, youth not charged",15309
2000,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",808.66
2001,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",826.52
2002,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",795.81
2003,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",1007.56
2004,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",1006.85
2005,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",971.62
2006,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",1042.31
2007,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",1008.57
2008,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",982.92
2009,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",985.05
2010,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",961.14
2011,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",922.56
2012,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",855.69
2013,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",729.12
2014,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",647.14
2015,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",642.94
2016,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",644.24
2017,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",689.64
2018,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",674.18
2019,"Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years",636.37
2000,"Total property crime violations [200]","Actual incidents",1592418
2001,"Total property crime violations [200]","Actual incidents",1589425
2002,"Total property crime violations [200]","Actual incidents",1592782
2003,"Total property crime violations [200]","Actual incidents",1676439
2004,"Total property crime violations [200]","Actual incidents",1636363
2005,"Total property crime violations [200]","Actual incidents",1574808
2006,"Total property crime violations [200]","Actual incidents",1566315
2007,"Total property crime violations [200]","Actual incidents",1488103
2008,"Total property crime violations [200]","Actual incidents",1415572
2009,"Total property crime violations [200]","Actual incidents",1386184
2010,"Total property crime violations [200]","Actual incidents",1305150
2011,"Total property crime violations [200]","Actual incidents",1214312
2012,"Total property crime violations [200]","Actual incidents",1193600
2013,"Total property crime violations [200]","Actual incidents",1106509
2014,"Total property crime violations [200]","Actual incidents",1098399
2015,"Total property crime violations [200]","Actual incidents",1153700
2016,"Total property crime violations [200]","Actual incidents",1169445
2017,"Total property crime violations [200]","Actual incidents",1193319
2018,"Total property crime violations [200]","Actual incidents",1241083
2019,"Total property crime violations [200]","Actual incidents",1319562
2000,"Total property crime violations [200]","Rate per 100,000 population",5188.88
2001,"Total property crime violations [200]","Rate per 100,000 population",5124.03
2002,"Total property crime violations [200]","Rate per 100,000 population",5080.05
2003,"Total property crime violations [200]","Rate per 100,000 population",5298.54
2004,"Total property crime violations [200]","Rate per 100,000 population",5123.13
2005,"Total property crime violations [200]","Rate per 100,000 population",4883.85
2006,"Total property crime violations [200]","Rate per 100,000 population",4809
2007,"Total property crime violations [200]","Rate per 100,000 population",4524.77
2008,"Total property crime violations [200]","Rate per 100,000 population",4257.9
2009,"Total property crime violations [200]","Rate per 100,000 population",4122.04
2010,"Total property crime violations [200]","Rate per 100,000 population",3838.08
2011,"Total property crime violations [200]","Rate per 100,000 population",3536.21
